?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0000945>	<http://linkedlifedata.com/resource/umls/id/C0038351>
<http://purl.obolibrary.org/obo/UBERON_0000945>	"EMAPA:17021"
<http://purl.obolibrary.org/obo/UBERON_0000945>	<https://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0000945>	<http://en.wikipedia.org/wiki/Stomach>
<http://purl.obolibrary.org/obo/UBERON_0000945>	"MESH:A03.492.766"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"MAT:0000051"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"EHDAA:2993"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"ISBN10:0073040584"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"galen:Stomach"
<http://purl.obolibrary.org/obo/UBERON_0010172>	"FMA:TA"
<http://purl.obolibrary.org/obo/UBERON_0010172>	<http://www.snomedbrowser.com/Codes/Details/362032000>
<http://purl.obolibrary.org/obo/UBERON_0010172>	"BTO:0004695"
<http://purl.obolibrary.org/obo/UBERON_0010172>	"MP:0011575"
<http://purl.obolibrary.org/obo/UBERON_0010172>	"FMA:3740"
<http://purl.obolibrary.org/obo/UBERON_0010172>	"MP:0011572"
<http://purl.obolibrary.org/obo/UBERON_0000177>	"ENVO:02000038"
<http://purl.obolibrary.org/obo/UBERON_0000177>	"galen:Pus"
<http://purl.obolibrary.org/obo/UBERON_0000177>	"ncithesaurus:Pus"
<http://purl.obolibrary.org/obo/UBERON_0000177>	"OpenCyc:Mx4rvVjG6ZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000177>	<http://en.wikipedia.org/wiki/Pus>
<http://purl.obolibrary.org/obo/UBERON_0007109>	"ncithesaurus:Meconium"
<http://purl.obolibrary.org/obo/UBERON_0007109>	"BTO:0000838"
<http://purl.obolibrary.org/obo/UBERON_0000172>	"ENVO:00000338"
<http://purl.obolibrary.org/obo/UBERON_0000172>	"OpenCyc:Mx4rvViQTJwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000172>	"galen:Vomitus"
<http://purl.obolibrary.org/obo/UBERON_0000172>	"UBERON:cjm"
<http://purl.obolibrary.org/obo/UBERON_0000172>	"NCIT:C77666"
<http://purl.obolibrary.org/obo/UBERON_0000172>	<http://en.wikipedia.org/wiki/Vomiting>
<http://purl.obolibrary.org/obo/UBERON_0001264>	"OpenCyc:Mx4rvVimZZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"EHDAA2:0001367"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"GO:0031016"
<http://purl.obolibrary.org/obo/UBERON_0001264>	<http://linkedlifedata.com/resource/umls/id/C0030274>
<http://purl.obolibrary.org/obo/UBERON_0001264>	"EFO:0000855"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"MAT:0000075"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"ZFA:0000140"
<http://purl.obolibrary.org/obo/UBERON_0001264>	<http://www.snomedbrowser.com/Codes/Details/181277001>
<http://purl.obolibrary.org/obo/UBERON_0001264>	"XAO:0000136"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"GAID:334"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"EMAPA:17503"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"VHOG:0000050"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"EHDAA:6893"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"MESH:D010179"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"BTO:0000988"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"CALOHA:TS-0736"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"FMA:7198"
<http://purl.obolibrary.org/obo/UBERON_0001264>	<http://en.wikipedia.org/wiki/Pancreas>
<http://purl.obolibrary.org/obo/UBERON_0001264>	"TAO:0000140"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"NCIT:C12393"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"EV:0100092"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"MA:0000120"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"AAO:0010112"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"MIAA:0000075"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"galen:Pancreas"
<http://purl.obolibrary.org/obo/UBERON_0001264>	"UMLS:C0030274"
<http://purl.obolibrary.org/obo/UBERON_0001052>	<http://en.wikipedia.org/wiki/Rectum>
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EV:0100081"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"OpenCyc:Mx4rvVjaU5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EHDAA2:0001592"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"CALOHA:TS-1180"
<http://purl.obolibrary.org/obo/UBERON_0001052>	<http://www.snomedbrowser.com/Codes/Details/181261002>
<http://purl.obolibrary.org/obo/UBERON_0001052>	"MAT:0000050"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EHDAA:5836"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EMAPA:17896"
<http://purl.obolibrary.org/obo/UBERON_0001052>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EFO:0000848"
<http://purl.obolibrary.org/obo/UBERON_0001052>	<http://linkedlifedata.com/resource/umls/id/C0034896>
<http://purl.obolibrary.org/obo/UBERON_0001052>	"galen:Rectum"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"VHOG:0001751"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"MESH:A03.492.411.495.767"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"BTO:0001158"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"AAO:0010401"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"MA:0000336"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"GAID:311"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"UMLS:C0034896"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"FMA:14544"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"ISBN:0-683-40008-8"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"MP:0000492"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"XAO:0000238"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"MIAA:0000050"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"NCIT:C12390"
<http://purl.obolibrary.org/obo/UBERON_0034929>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0002075>	"EMAPA:16245"
<http://purl.obolibrary.org/obo/UBERON_0002075>	<http://en.wikipedia.org/wiki/Viscus>
<http://purl.obolibrary.org/obo/UBERON_0002075>	"MA:0000019"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"BTO:0001491"
<http://purl.obolibrary.org/obo/UBERON_0002075>	<https://github.com/obophenotype/mouse-anatomy-ontology/issues/14>
<http://purl.obolibrary.org/obo/UBERON_0002075>	"XAO:0003034"
<http://purl.obolibrary.org/obo/UBERON_0002075>	<http://www.snomedbrowser.com/Codes/Details/118760003>
<http://purl.obolibrary.org/obo/UBERON_0002075>	"MESH:D014781"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"EHDAA:512"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"FMA:7085"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"AAO:0010386"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"NCIT:C28287"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"UMLS:C0042779"
<http://purl.obolibrary.org/obo/UBERON_0002075>	"RETIRED_EHDAA2:0002201"
<http://purl.obolibrary.org/obo/UBERON_0002075>	<http://linkedlifedata.com/resource/umls/id/C0042779>
<http://purl.obolibrary.org/obo/UBERON_0001359>	"MAT:0000499"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"BTO:0000237"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"TAO:0002184"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"EHDAA2:0004441"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"CALOHA:TS-0130"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"MA:0002503"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"FMA:20935"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"ENVO:02000029"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"MESH:A12.207.268"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"ZFA:0001626"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"NCIT:C12692"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"UMLS:C0007806"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"EFO:0000329"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"EV:0100311"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"BIRNLEX:1798"
<http://purl.obolibrary.org/obo/UBERON_0001359>	<http://linkedlifedata.com/resource/umls/id/C0007806>
<http://purl.obolibrary.org/obo/UBERON_0001359>	"VHOG:0001278"
<http://purl.obolibrary.org/obo/UBERON_0001359>	"GAID:1181"
<http://purl.obolibrary.org/obo/UBERON_0001359>	<http://en.wikipedia.org/wiki/Cerebrospinal_fluid>
<http://purl.obolibrary.org/obo/UBERON_0000071>	"XAO:0000437"
<http://purl.obolibrary.org/obo/UBERON_0000071>	"XtroDO:0000085"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"MIAA:0000140"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"GAID:69"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"EFO:0000827"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"CALOHA:TS-0309"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"FBbt:00005162"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"BILA:0000017"
<http://purl.obolibrary.org/obo/UBERON_0000970>	<http://en.wikipedia.org/wiki/Eye>
<http://purl.obolibrary.org/obo/UBERON_0000970>	"BTO:0000439"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"MESH:D005123"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"EV:0100336"
<http://purl.obolibrary.org/obo/UBERON_0000970>	<https://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0000970>	"OpenCyc:Mx4rvViTvpwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"MAT:0000140"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"TGMA:0000591"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"UMLS:C0017420"
<http://purl.obolibrary.org/obo/UBERON_0003133>	<http://linkedlifedata.com/resource/umls/id/C0017420>
<http://purl.obolibrary.org/obo/UBERON_0003133>	<http://www.snomedbrowser.com/Codes/Details/128181006>
<http://purl.obolibrary.org/obo/UBERON_0003133>	"MA:0001752"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"UBERON:xp"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"EMAPA:37731"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"WBbt:0008422"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"MESH:D005835"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"NCIT:C25177"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"OpenCyc:Mx4rwO39aJwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"EMAPA:17381"
<http://purl.obolibrary.org/obo/UBERON_0007221>	"NIF_Organism:birnlex_695"
<http://purl.obolibrary.org/obo/UBERON_0007221>	"MmusDv:0000096"
<http://purl.obolibrary.org/obo/UBERON_0007221>	"BTO:0001762"
<http://purl.obolibrary.org/obo/UBERON_0007221>	"HsapDv:0000082"
<http://purl.obolibrary.org/obo/UBERON_0007221>	"EV:0300037"
<http://purl.obolibrary.org/obo/UBERON_0007221>	"OGES:000025"
<http://purl.obolibrary.org/obo/UBERON_0007221>	<http://neurolex.org/wiki/Category:Newborn_organism>
<http://purl.obolibrary.org/obo/UBERON_0007221>	<http://neurolex.org/wiki/Category:Infant_organism>
<http://purl.obolibrary.org/obo/UBERON_0007221>	<http://en.wikipedia.org/wiki/Infant>
<http://purl.obolibrary.org/obo/UBERON_0017672>	"FMA:32413"
<http://purl.obolibrary.org/obo/UBERON_0017672>	"FMA:67355"
<http://purl.obolibrary.org/obo/UBERON_0017672>	"OBOL:automatic"
<http://purl.obolibrary.org/obo/ENVO_01000604>	"https://en.wikipedia.org/wiki/Vehicle"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"EFO:0000975"
<http://purl.obolibrary.org/obo/UBERON_0000995>	<http://linkedlifedata.com/resource/umls/id/C0042149>
<http://purl.obolibrary.org/obo/UBERON_0000995>	"UMLS:C0042149"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"BTO:0001424"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"MA:0000389"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"MAT:0000127"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"MGI:csmith"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"MIAA:0000127"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"MESH:D014599"
<http://purl.obolibrary.org/obo/UBERON_0000995>	<http://en.wikipedia.org/wiki/Uterus>
<http://purl.obolibrary.org/obo/UBERON_0000995>	"MP:0001120"
<http://purl.obolibrary.org/obo/UBERON_0000995>	<http://www.snomedbrowser.com/Codes/Details/181452004>
<http://purl.obolibrary.org/obo/UBERON_0000995>	"GAID:172"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"OpenCyc:Mx4rvViojJwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"VHOG:0001137"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"EV:0100113"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"galen:Uterus"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"FMA:17558"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"NCIT:C12405"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"EMAPA:29915"
<http://purl.obolibrary.org/obo/UBERON_0000995>	"CALOHA:TS-1102"
<http://purl.obolibrary.org/obo/UBERON_0013755>	"OBOL:automatic"
<http://purl.obolibrary.org/obo/UBERON_0013755>	"FMA:83066"
<http://purl.obolibrary.org/obo/UBERON_0005173>	"EMAPA:37062"
<http://purl.obolibrary.org/obo/UBERON_0005173>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0005173>	"MA:0000529"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"NCIT:C13188"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"EMAPA:36771"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"CALOHA:TS-0034"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"MESH:D000653"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"VHOG:0001267"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"EV:0100123"
<http://purl.obolibrary.org/obo/UBERON_0000173>	<http://linkedlifedata.com/resource/umls/id/C0002638>
<http://purl.obolibrary.org/obo/UBERON_0000173>	"UMLS:C0002638"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"MP:MP"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"GAID:1155"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"FMA:305905"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"BTO:0000068"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"MA:0002893"
<http://purl.obolibrary.org/obo/UBERON_0000173>	"ENVO:02000021"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"VHOG:0000252"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"AAO:0000606"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"FMA:7210"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"EHDAA:8146"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"EFO:0000984"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"ZFA:0000598"
<http://purl.obolibrary.org/obo/UBERON_0000473>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0000473>	"MAT:0000132"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"galen:Testis"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"EV:0100102"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"BSA:0000085"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"MIAA:0000132"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"MA:0000411"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"BILA:0000124"
<http://purl.obolibrary.org/obo/UBERON_0000473>	<http://en.wikipedia.org/wiki/Testis>
<http://purl.obolibrary.org/obo/UBERON_0000473>	"BTO:0001363"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"FBbt:00004928"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"UMLS:C0039597"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"WBbt:0006794"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"EMAPA:17972"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"MESH:D013737"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"TAO:0000598"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"CALOHA:TS-1030"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"EHDAA2:0002007"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"GAID:396"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"XAO:0000157"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"NCIT:C12412"
<http://purl.obolibrary.org/obo/UBERON_0000473>	<http://linkedlifedata.com/resource/umls/id/C0039597>
<http://purl.obolibrary.org/obo/UBERON_0000473>	<http://www.snomedbrowser.com/Codes/Details/181431007>
<http://purl.obolibrary.org/obo/UBERON_0000473>	"OpenCyc:Mx4rvVjM25wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"OBOL:automatic"
<http://purl.obolibrary.org/obo/UBERON_0000473>	"HAO:0001007"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"VHOG:0001141"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"NCIT:C12666"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"GAID:446"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"CALOHA:TS-0016"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"AAO:0010551"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"XAO:0000164"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"MESH:D000311"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"UMLS:C0001625"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"MAT:0000071"
<http://purl.obolibrary.org/obo/UBERON_0002369>	<http://linkedlifedata.com/resource/umls/id/C0001625>
<http://purl.obolibrary.org/obo/UBERON_0002369>	"EV:0100135"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"BTO:0000047"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"FMA:9604"
<http://purl.obolibrary.org/obo/UBERON_0002369>	<http://www.snomedbrowser.com/Codes/Details/181127006>
<http://purl.obolibrary.org/obo/UBERON_0002369>	"galen:AdrenalGland"
<http://purl.obolibrary.org/obo/UBERON_0002369>	<http://en.wikipedia.org/wiki/Adrenal_gland>
<http://purl.obolibrary.org/obo/UBERON_0002369>	"OpenCyc:Mx4rvXYiz5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"EFO:0000238"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"GO:0030325"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"MIAA:0000071"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"EMAPA:18426"
<http://purl.obolibrary.org/obo/UBERON_0002369>	"MA:0000116"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"CALOHA:TS-0636"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"MESH:A13.622"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"VHOG:0001263"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"NCIT:C13401"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"MA:0002552"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"EMAPA:36540"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"galen:Milk"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"MAT:0000056"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"ENVO:02000031"
<http://purl.obolibrary.org/obo/UBERON_0001913>	<http://en.wikipedia.org/wiki/Breast_milk>
<http://purl.obolibrary.org/obo/UBERON_0001913>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0001913>	"UMLS:C1511310"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"EV:0100126"
<http://purl.obolibrary.org/obo/UBERON_0001913>	<http://linkedlifedata.com/resource/umls/id/C1511310>
<http://purl.obolibrary.org/obo/UBERON_0001913>	"MIAA:0000056"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"FMA:62100"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"GAID:1230"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"OpenCyc:Mx4rvVjGZJwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001913>	"BTO:0000868"
<http://purl.obolibrary.org/obo/UBERON_0034873>	"FMA:84580"
<http://purl.obolibrary.org/obo/UBERON_0034873>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0001088>	"EMAPA:36554"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"CALOHA:TS-1092"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"BTO:0001419"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"MA:0002545"
<http://purl.obolibrary.org/obo/UBERON_0001088>	<http://linkedlifedata.com/resource/umls/id/C0042036>
<http://purl.obolibrary.org/obo/UBERON_0001088>	"MESH:D014556"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"MIAA:0000058"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"FMA:12274"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"galen:Urine"
<http://purl.obolibrary.org/obo/UBERON_0001088>	<https://github.com/geneontology/go-ontology/issues/11025>
<http://purl.obolibrary.org/obo/UBERON_0001088>	"OpenCyc:Mx4rvVjGppwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001088>	<http://en.wikipedia.org/wiki/Urine>
<http://purl.obolibrary.org/obo/UBERON_0001088>	"UMLS:C0042036"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"GAID:1189"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"NCIT:C13283"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"EFO:0001939"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"MAT:0000058"
<http://purl.obolibrary.org/obo/UBERON_0001088>	"ENVO:00002047"
<http://purl.obolibrary.org/obo/UBERON_0006562>	"MIAA:0000049"
<http://purl.obolibrary.org/obo/UBERON_0006562>	"GO:0060465"
<http://purl.obolibrary.org/obo/UBERON_0006562>	"MAT:0000049"
<http://purl.obolibrary.org/obo/UBERON_0006562>	"FBbt:00005380"
<http://purl.obolibrary.org/obo/UBERON_0000465>	<http://orcid.org/0000-0001-9114-8737>
<http://purl.obolibrary.org/obo/UBERON_0000465>	"HAO:0000006"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"VHOG:0001721"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"AAO:0010264"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"FMA:67165"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"BILA:0000006"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"TAO:0001836"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"AEO:0000006"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"CARO:0000006"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"EHDAA2:0003006"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"TGMA:0001826"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"FBbt:00007016"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"WBbt:0005175"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"MESH:D006066"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"XAO:0003146"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"BILA:0000123"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"UMLS:C0018067"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"BTO:0000534"
<http://purl.obolibrary.org/obo/UBERON_0000991>	<http://www.snomedbrowser.com/Codes/Details/304623008>
<http://purl.obolibrary.org/obo/UBERON_0000991>	"FBbt:00004858"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"BSA:0000079"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"ISBN:0140512888"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"GAID:368"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"VHOG:0000397"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"MA:0002420"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"FMA:18250"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"HAO:0000379"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"OpenCyc:Mx4rwQvdiZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"TAO:0000413"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"AAO:0000213"
<http://purl.obolibrary.org/obo/UBERON_0000991>	<http://en.wikipedia.org/wiki/Gonad>
<http://purl.obolibrary.org/obo/UBERON_0000991>	"ZFA:0000413"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"ZFIN:curator"
<http://purl.obolibrary.org/obo/UBERON_0000991>	<http://linkedlifedata.com/resource/umls/id/C0018067>
<http://purl.obolibrary.org/obo/UBERON_0000991>	"NCIT:C12725"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"EMAPA:17383"
<http://purl.obolibrary.org/obo/UBERON_0000179>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0000179>	"CARO:0000081"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"ZFA:0000008"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"GAID:571"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"MBA:8"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"EHDAA:2641"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"BAMS:Br"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"EHDAA:6485"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"XAO:0000010"
<http://purl.obolibrary.org/obo/UBERON_0000955>	<http://uri.neuinfo.org/nif/nifstd/birnlex_796>
<http://purl.obolibrary.org/obo/UBERON_0000955>	"NeuroNames:21"
<http://purl.obolibrary.org/obo/UBERON_0000955>	<http://www.snomedbrowser.com/Codes/Details/258335003>
<http://purl.obolibrary.org/obo/UBERON_0000955>	"galen:Brain"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"MIAA:0000098"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"EMAPA:16894"
